N_tume;I_meses;Esp;Parc_m2;N_arv;DAP_cm;H_m;Cod;Cod2
55;24;E_resinifera;600;74;2,9;4;9;
55;24;E_resinifera;600;75;6;6,5;11;
55;24;E_resinifera;600;76;7,8;7;;
55;24;E_resinifera;600;77;10,3;8,5;6;
55;24;E_resinifera;600;78;8;8;;
55;24;E_resinifera;600;79;8,9;8;;
55;24;E_resinifera;600;80;9,5;9;;
55;24;E_robusta;600;1;7,3;10;;
55;24;E_robusta;600;2;9,1;7,5;;
55;24;E_robusta;600;3;5,9;5,5;;
55;24;E_robusta;600;4;9,1;8,5;;
55;24;E_robusta;600;5;8,3;7;;
55;24;E_robusta;600;6;7,6;6,5;;
55;24;E_robusta;600;7;;;1;
55;24;E_robusta;600;8;8;8,5;;
55;24;E_robusta;600;9;;;1;
55;24;E_robusta;600;10;6,8;4;11;
55;24;E_robusta;600;11;8,3;8;;
55;24;E_robusta;600;12;5,7;5,5;;
55;24;E_robusta;600;13;6;6,5;11;
55;24;E_robusta;600;14;8,9;7;;
55;24;E_robusta;600;15;1,9;2,5;7;9
55;24;E_robusta;600;16;7,3;8;;
55;24;E_robusta;600;17;;;1;
55;24;E_robusta;600;18;7;6;;
55;24;E_robusta;600;19;;;1;
55;24;E_robusta;600;20;3,5;3;7;10
55;24;E_robusta;600;21;2,5;3,5;2;
55;24;E_robusta;600;22;;;1;
55;24;E_robusta;600;23;;;1;
55;24;E_robusta;600;24;;;1;
55;24;E_robusta;600;25;9,2;5,5;;
55;24;E_robusta;600;26;7,5;8;;
55;24;E_robusta;600;27;8,9;8;;
55;24;E_robusta;600;28;8,9;8,5;;
55;24;E_robusta;600;29;;;1;
55;24;E_robusta;600;30;;;1;
55;24;E_robusta;600;31;8,9;7,5;;
55;24;E_robusta;600;32;5,7;6;;
55;24;E_robusta;600;33;10,2;7,5;;
55;24;E_robusta;600;34;8,6;7,5;;
55;24;E_robusta;600;35;3,5;3,5;;
55;24;E_robusta;600;36;;;1;
55;24;E_robusta;600;37;8,3;7,5;;
55;24;E_robusta;600;38;;;1;
55;24;E_robusta;600;39;;;1;
55;24;E_robusta;600;40;10,8;9;6;
55;24;E_robusta;600;41;1,3;2;7;9
55;24;E_robusta;600;42;9,2;9;;
55;24;E_robusta;600;43;;;1;
55;24;E_robusta;600;44;6,5;6,5;;
55;24;E_robusta;600;45;7,6;7;;
55;24;E_robusta;600;46;8,9;9,5;;
55;24;E_robusta;600;47;8,1;8;11;
55;24;E_robusta;600;48;8,8;8;11;
55;24;E_robusta;600;49;8,9;7,5;;
55;24;E_robusta;600;50;;;1;
55;24;E_robusta;600;51;7,5;7,5;;
55;24;E_robusta;600;52;;;1;
55;24;E_robusta;600;53;8,9;9;;
55;24;E_robusta;600;54;5,9;6,5;;
55;24;E_robusta;600;55;11,6;11;6;
55;24;E_robusta;600;56;10;10;;
55;24;E_robusta;600;57;10,7;9;6;
55;24;E_robusta;600;58;8;8,5;;
55;24;E_robusta;600;59;10,3;8,5;6;
55;24;E_robusta;600;60;;2;11;9
55;24;E_robusta;600;61;9,9;9,5;;
55;24;E_robusta;600;62;9,1;9;;
55;24;E_robusta;600;63;7,6;8;;
55;24;E_robusta;600;64;8,4;8;2;
55;24;E_robusta;600;65;7,3;7,5;;
55;24;E_robusta;600;66;8;7,5;;
55;24;E_robusta;600;67;7,8;8,5;;
55;24;E_robusta;600;68;11,3;9;6;
55;24;E_robusta;600;69;5,9;7;;
55;24;E_robusta;600;70;8,1;9;;
55;24;E_robusta;600;71;8,8;8;;
55;24;E_robusta;600;72;7,3;7,5;11;
55;24;E_robusta;600;73;6;7,5;;
55;24;E_robusta;600;74;8,4;7,5;;
55;24;E_robusta;600;75;5,6;6;;
55;24;E_robusta;600;76;10,3;9,5;;
55;24;E_robusta;600;77;5,9;7,5;;
55;24;E_robusta;600;78;8,3;8,5;;
55;24;E_robusta;600;79;10,5;8,5;6;
55;24;E_robusta;600;80;;;5;
55;24;E_saligna;600;1;8,6;9,5;;
55;24;E_saligna;600;2;11,8;11;6;
55;24;E_saligna;600;3;;;5;
55;24;E_saligna;600;4;9,9;10,5;;
55;24;E_saligna;600;5;9,9;10,5;;
55;24;E_saligna;600;6;6,4;8,5;;
55;24;E_saligna;600;7;9,9;11;;
55;24;E_saligna;600;8;10,5;10,5;11;
55;24;E_saligna;600;9;8,1;9,5;;
55;24;E_saligna;600;10;10;10;;
55;24;E_saligna;600;11;13,4;11,5;6;
55;24;E_saligna;600;12;;;1;
55;24;E_saligna;600;13;10,5;10,5;;
55;24;E_saligna;600;14;5,1;8,5;11;
55;24;E_saligna;600;15;10,2;11,5;;
55;24;E_saligna;600;16;;;1;
55;24;E_saligna;600;17;7,5;9,5;;
55;24;E_saligna;600;18;10,2;11;;
55;24;E_saligna;600;19;8,4;10;;
55;24;E_saligna;600;20;9,4;11,5;;
55;24;E_saligna;600;21;;;1;
55;24;E_saligna;600;22;10,5;12,5;;
55;24;E_saligna;600;23;8,9;11;;
55;24;E_saligna;600;24;8,3;11;11;
55;24;E_saligna;600;25;3;5,5;7;9
55;24;E_saligna;600;26;11,1;12;;
55;24;E_saligna;600;27;11,9;12;6;
55;24;E_saligna;600;28;10,7;12;;
55;24;E_saligna;600;29;10,3;11,5;;
55;24;E_saligna;600;30;9,2;11;;
55;24;E_saligna;600;31;7;8,5;;
55;24;E_saligna;600;32;10,8;11,5;;
55;24;E_saligna;600;33;8,8;10,5;;
55;24;E_saligna;600;34;8,8;10,5;;
55;24;E_saligna;600;35;10,5;11,5;;
55;24;E_saligna;600;36;10,2;11;;
55;24;E_saligna;600;37;9,5;12;;
55;24;E_saligna;600;38;8,9;11,5;;
55;24;E_saligna;600;39;10,7;13;;
55;24;E_saligna;600;40;9,9;11,5;;
55;24;E_saligna;600;41;10,2;11,5;;
55;24;E_saligna;600;42;;;5;
55;24;E_saligna;600;43;9,7;11,5;;
55;24;E_saligna;600;44;11,1;11;;
55;24;E_saligna;600;45;;;1;
55;24;E_saligna;600;46;4,8;8;7;
55;24;E_saligna;600;47;9,1;10;;
55;24;E_saligna;600;48;9,4;11,5;;
55;24;E_saligna;600;49;9,5;11,5;;
55;24;E_saligna;600;50;9,7;10;;
55;24;E_saligna;600;51;11,5;11,5;6;
55;24;E_saligna;600;52;8,6;10,5;;
55;24;E_saligna;600;53;9,9;11,5;;
55;24;E_saligna;600;54;7,3;9,5;;
55;24;E_saligna;600;55;10;11,5;;
55;24;E_saligna;600;56;10,7;11,5;;
55;24;E_saligna;600;57;10,8;11,5;;
55;24;E_saligna;600;58;;;5;
55;24;E_saligna;600;59;8,3;9;11;
55;24;E_saligna;600;60;10,2;10,5;;
55;24;E_saligna;600;61;;;1;
55;24;E_saligna;600;62;10,8;11,5;;
55;24;E_saligna;600;63;;;1;
55;24;E_saligna;600;64;9,1;11;;
55;24;E_saligna;600;65;6,2;8,5;;
55;24;E_saligna;600;66;11;11,5;;
55;24;E_saligna;600;67;11,5;12,5;;
55;24;E_saligna;600;68;9,5;11;;
55;24;E_saligna;600;69;10;12,5;;
55;24;E_saligna;600;70;6,8;8,5;;
55;24;E_saligna;600;71;12,4;12,5;6;
55;24;E_saligna;600;72;9,5;11;11;
55;24;E_saligna;600;73;11,5;11,5;;
55;24;E_saligna;600;74;;;1;
55;24;E_saligna;600;75;10,7;12;;
55;24;E_saligna;600;76;11,6;12;6;
55;24;E_saligna;600;77;10,7;11;;
55;24;E_saligna;600;78;10,2;12;;
55;24;E_saligna;600;79;9,5;10,5;;
55;24;E_saligna;600;80;8,4;10,5;;
55;24;E_tereticornis;600;1;4,5;5,5;;
55;24;E_tereticornis;600;2;;;1;
55;24;E_tereticornis;600;3;7,8;5,5;;
55;24;E_tereticornis;600;4;6;6;;
55;24;E_tereticornis;600;5;8,1;7;;
55;24;E_tereticornis;600;6;8,6;7,5;;
55;24;E_tereticornis;600;7;9,2;8,5;6;
55;24;E_tereticornis;600;8;4,5;5;;
55;24;E_tereticornis;600;9;8,3;8;2;
55;24;E_tereticornis;600;10;6,2;6,5;;
55;24;E_tereticornis;600;11;5,7;6;;
55;24;E_tereticornis;600;12;8;7;;
55;24;E_tereticornis;600;13;7,3;7;;
55;24;E_tereticornis;600;14;2,2;2;9;
55;24;E_tereticornis;600;15;1,6;2;9;
55;24;E_tereticornis;600;16;4,1;3,5;;
55;24;E_tereticornis;600;17;4;3,5;;
55;24;E_tereticornis;600;18;8,8;7;;
55;24;E_tereticornis;600;19;6,4;6;;
55;24;E_tereticornis;600;20;2,9;2;9;
55;24;E_tereticornis;600;21;7;5,5;;
55;24;E_tereticornis;600;22;7;5,5;;
55;24;E_tereticornis;600;23;2,9;4;2;
55;24;E_tereticornis;600;24;4,1;4,5;;
55;24;E_tereticornis;600;25;3,5;3,5;;
55;24;E_tereticornis;600;26;2,2;2,5;9;
55;24;E_tereticornis;600;27;11,5;10,5;6;
55;24;E_tereticornis;600;28;5,6;5;;
55;24;E_tereticornis;600;29;2,2;3;;
55;24;E_tereticornis;600;30;6,4;5,5;;
55;24;E_tereticornis;600;31;2,5;4;;
55;24;E_tereticornis;600;32;4,1;4,5;;
55;24;E_tereticornis;600;33;2,9;2,5;;
55;24;E_tereticornis;600;34;8,6;7;;
55;24;E_tereticornis;600;35;7;5,5;;
55;24;E_tereticornis;600;36;3,8;4,5;;
55;24;E_tereticornis;600;37;9,9;8;6;
55;24;E_tereticornis;600;38;3,5;5,5;;
55;24;E_tereticornis;600;39;3;3;;
55;24;E_tereticornis;600;40;7,3;5,5;;
55;24;E_tereticornis;600;41;7,5;6,5;;
55;24;E_tereticornis;600;42;2,2;4;;
55;24;E_tereticornis;600;43;6,8;5;;
55;24;E_tereticornis;600;44;6,8;7,5;;
55;24;E_tereticornis;600;45;;1;9;
55;24;E_tereticornis;600;46;7,2;6,5;11;
55;24;E_tereticornis;600;47;7;6;;
55;24;E_tereticornis;600;48;4,1;5;11;
55;24;E_tereticornis;600;49;8,6;6,5;;
55;24;E_tereticornis;600;50;7,3;6,5;;
55;24;E_tereticornis;600;51;5,1;4,5;;
55;24;E_tereticornis;600;52;10;8,5;6;
55;24;E_tereticornis;600;53;;;5;
55;24;E_tereticornis;600;54;;;5;
55;24;E_tereticornis;600;55;7,3;7;;
55;24;E_tereticornis;600;56;6,4;5;9;
55;24;E_tereticornis;600;57;;;1;
55;24;E_tereticornis;600;58;;;1;
55;24;E_tereticornis;600;59;9,5;5,5;6;
55;24;E_tereticornis;600;60;5,7;6;;
55;24;E_tereticornis;600;61;1,9;3;9;
55;24;E_tereticornis;600;62;5,6;4,5;;
55;24;E_tereticornis;600;63;9,1;7;;
55;24;E_tereticornis;600;64;6,5;6,5;;
55;24;E_tereticornis;600;65;6,7;5,5;;
55;24;E_tereticornis;600;66;5,1;4,5;;
55;24;E_tereticornis;600;67;4,6;4,5;;
55;24;E_tereticornis;600;68;8;7,5;;
55;24;E_tereticornis;600;69;5,9;5;;
55;24;E_tereticornis;600;70;5,1;4,5;;
55;24;E_tereticornis;600;71;5,1;3;;
55;24;E_tereticornis;600;72;8,8;7;;
55;24;E_tereticornis;600;73;4,5;5,5;;
55;24;E_tereticornis;600;74;5,7;5,5;;
55;24;E_tereticornis;600;75;6;6,5;;
55;24;E_tereticornis;600;76;5,1;5;;
55;24;E_tereticornis;600;77;9,2;6,5;6;
55;24;E_tereticornis;600;78;4,9;4,5;;
55;24;E_tereticornis;600;79;6;5;;
55;24;E_tereticornis;600;80;3,5;3,5;;
55;24;E_torelliana;600;1;7,6;7,5;;
55;24;E_torelliana;600;2;7,5;7;;
55;24;E_torelliana;600;3;5,7;6;11;
55;24;E_torelliana;600;4;2,5;3,5;7;11
55;24;E_torelliana;600;5;6,5;5,5;11;
55;24;E_torelliana;600;6;9,1;6,5;6;
55;24;E_torelliana;600;7;6,8;5,5;;
55;24;E_torelliana;600;8;6,8;6;;
55;24;E_torelliana;600;9;8;6,5;;
55;24;E_torelliana;600;10;7,3;6,5;;
55;24;E_torelliana;600;11;8,3;7;;
55;24;E_torelliana;600;12;8,1;6;;
55;24;E_torelliana;600;13;8;6,5;;
55;24;E_torelliana;600;14;8,1;7,5;;
55;24;E_torelliana;600;15;7,6;6;;
55;24;E_torelliana;600;16;;;1;
55;24;E_torelliana;600;17;6;6;2;
55;24;E_torelliana;600;18;6,7;6;;
55;24;E_torelliana;600;19;7,6;6,5;;
55;24;E_torelliana;600;20;7,3;6;;
55;24;E_torelliana;600;21;7,2;6;;
55;24;E_torelliana;600;22;6,2;5,5;;
55;24;E_torelliana;600;23;6,8;5,5;;
55;24;E_torelliana;600;24;8;5,5;;
55;24;E_torelliana;600;25;7,2;5;;
55;24;E_torelliana;600;26;8,6;6;;
55;24;E_torelliana;600;27;6,7;5;;
55;24;E_torelliana;600;28;8;6,5;;
55;24;E_torelliana;600;29;7,2;5,5;;
55;24;E_torelliana;600;30;6,8;6;;
55;24;E_torelliana;600;31;7,2;6;;
55;24;E_torelliana;600;32;7,6;7;;
55;24;E_torelliana;600;33;8,3;7;;
55;24;E_torelliana;600;34;8;6,5;;
55;24;E_torelliana;600;35;8,1;6,5;;
55;24;E_torelliana;600;36;7;5,5;;
55;24;E_torelliana;600;37;7,2;5,5;;
55;24;E_torelliana;600;38;8,3;6,5;;
55;24;E_torelliana;600;39;8,3;7;;
55;24;E_torelliana;600;40;2,7;3;7;
55;24;E_torelliana;600;41;9,2;7;6;
55;24;E_torelliana;600;42;8;7;;
55;24;E_torelliana;600;43;6,7;5,5;11;
55;24;E_torelliana;600;44;8,9;7;6;
55;24;E_torelliana;600;45;8;4,5;11;
55;24;E_torelliana;600;46;7,6;5;;
55;24;E_torelliana;600;47;;;1;
55;24;E_torelliana;600;48;8,3;6,5;;
55;24;E_torelliana;600;49;7,5;6;;
55;24;E_torelliana;600;50;7,8;7;;
55;24;E_torelliana;600;51;8,3;6;;
55;24;E_torelliana;600;52;8,9;6,5;6;
55;24;E_torelliana;600;53;5,4;5;;
55;24;E_torelliana;600;54;7,2;5,5;11;
55;24;E_torelliana;600;55;4,5;5,5;;
55;24;E_torelliana;600;56;8,9;6;;
55;24;E_torelliana;600;57;6,8;6;;
55;24;E_torelliana;600;58;7,6;6,5;;
55;24;E_torelliana;600;59;12,4;9;6;
55;24;E_torelliana;600;60;5,4;5;;
55;24;E_torelliana;600;61;6,4;6;;
55;24;E_torelliana;600;62;7,3;5,5;;
55;24;E_torelliana;600;63;7,3;5,5;;
55;24;E_torelliana;600;64;6,7;4,5;;
55;24;E_torelliana;600;65;8,6;5,5;;
55;24;E_torelliana;600;66;7,5;6;;
55;24;E_torelliana;600;67;9,1;8;6;
55;24;E_torelliana;600;68;4,8;5;;
55;24;E_torelliana;600;69;7,2;6;;
55;24;E_torelliana;600;70;8,9;6;;
55;24;E_torelliana;600;71;;;1;
55;24;E_torelliana;600;72;8,9;7;;
55;24;E_torelliana;600;73;6,4;5,5;;
55;24;E_torelliana;600;74;;;5;
55;24;E_torelliana;600;75;8,6;6;;
55;24;E_torelliana;600;76;8,9;6,5;;
55;24;E_torelliana;600;77;8;6;;
55;24;E_torelliana;600;78;7,6;6;;
55;24;E_torelliana;600;79;8;6;;
55;24;E_torelliana;600;80;8;6,5;;
55;24;E_urophylla;600;1;10,8;13;;
55;24;E_urophylla;600;2;;15;9;
55;24;E_urophylla;600;3;;3,5;9;
55;24;E_urophylla;600;4;10;11,5;;
55;24;E_urophylla;600;5;9,4;12;;
55;24;E_urophylla;600;6;10;11;;
55;24;E_urophylla;600;7;9,5;11;;
55;24;E_urophylla;600;8;9,2;11,5;;
55;24;E_urophylla;600;9;9,4;11;;
55;24;E_urophylla;600;10;7,6;11,5;;
55;24;E_urophylla;600;11;5,9;8;;
55;24;E_urophylla;600;12;11,5;12,5;;
55;24;E_urophylla;600;13;10,5;11,5;;
55;24;E_urophylla;600;14;11,6;11,5;6;
55;24;E_urophylla;600;15;8,4;10,5;;
55;24;E_urophylla;600;16;10,5;11;;
55;24;E_urophylla;600;17;;;1;
55;24;E_urophylla;600;18;11,6;11,5;6;
55;24;E_urophylla;600;19;4,8;7,5;;
55;24;E_urophylla;600;20;10,5;11,5;;
55;24;E_urophylla;600;21;7;10;;
55;24;E_urophylla;600;22;10,5;11,5;;
55;24;E_urophylla;600;23;5,4;6;;
55;24;E_urophylla;600;24;11,1;11,5;;
55;24;E_urophylla;600;25;4,8;5,5;;
55;24;E_urophylla;600;26;10,5;13,5;;
55;24;E_urophylla;600;27;8,1;10;11;
55;24;E_urophylla;600;28;8,4;9,5;;
55;24;E_urophylla;600;29;;1,4;9;
55;24;E_urophylla;600;30;9,4;12,5;;
55;24;E_urophylla;600;31;9,5;12,5;;
55;24;E_urophylla;600;32;10,3;12,5;;
55;24;E_urophylla;600;33;10,2;10,5;;
55;24;E_urophylla;600;34;10,8;9;;
55;24;E_urophylla;600;35;10,2;10,5;;
55;24;E_urophylla;600;36;9,2;10,5;;
55;24;E_urophylla;600;37;10,2;10,5;;
55;24;E_urophylla;600;38;10,2;13,5;;
55;24;E_urophylla;600;39;10,8;11;;
55;24;E_urophylla;600;40;2,1;4,5;7;11
55;24;E_urophylla;600;41;9,5;12;11;
55;24;E_urophylla;600;42;7,8;11;;
55;24;E_urophylla;600;43;9,9;8,5;;
55;24;E_urophylla;600;44;10,2;10;;
55;24;E_urophylla;600;45;2,2;3;7;11
55;24;E_urophylla;600;46;8,8;9;;
55;24;E_urophylla;600;47;9,1;11;;
55;24;E_urophylla;600;48;8;9;;
55;24;E_urophylla;600;49;7,3;8,5;;
55;24;E_urophylla;600;50;7,3;9;;
55;24;E_urophylla;600;51;;;1;
55;24;E_urophylla;600;52;6,8;8,5;;
55;24;E_urophylla;600;53;6,7;7,5;;
55;24;E_urophylla;600;54;9,5;8,5;;
55;24;E_urophylla;600;55;9,5;10,5;;
55;24;E_urophylla;600;56;;;1;
55;24;E_urophylla;600;57;10,5;11,5;;
55;24;E_urophylla;600;58;12,6;11;6;
55;24;E_urophylla;600;59;10,2;11,5;;
55;24;E_urophylla;600;60;4,9;6;11;
55;24;E_urophylla;600;61;4,8;8;;
55;24;E_urophylla;600;62;12,3;13;6;
55;24;E_urophylla;600;63;12,1;10,5;6;
55;24;E_urophylla;600;64;10,3;11;;
55;24;E_urophylla;600;65;7,3;9;;
55;24;E_urophylla;600;66;14;12;6;
55;24;E_urophylla;600;67;4,8;8;;
55;24;E_urophylla;600;68;4,5;7,5;;
55;24;E_urophylla;600;69;9,7;10;;
55;24;E_urophylla;600;70;8,4;9,5;;
55;24;E_urophylla;600;71;9,2;11;;
55;24;E_urophylla;600;72;3,8;6;;
55;24;E_urophylla;600;73;9,7;13;;
55;24;E_urophylla;600;74;11,1;12;;
55;24;E_urophylla;600;75;9,5;8,5;;
55;24;E_urophylla;600;76;10,8;12;;
55;24;E_urophylla;600;77;10,5;10;;
55;24;E_urophylla;600;78;10,7;11,5;;
55;24;E_urophylla;600;79;9,2;10,5;;
55;24;E_urophylla;600;80;9,7;11,5;;
55;24;E_urophylla_F;600;1;8,6;10;;
55;24;E_urophylla_F;600;2;;;1;
55;24;E_urophylla_F;600;3;;;1;
55;24;E_urophylla_F;600;4;;;1;
55;24;E_urophylla_F;600;5;10;11;;
55;24;E_urophylla_F;600;6;3,5;6;7;9
55;24;E_urophylla_F;600;7;8,1;10;;
55;24;E_urophylla_F;600;8;2,2;5,5;7;
55;24;E_urophylla_F;600;9;13,4;13;6;
55;24;E_urophylla_F;600;10;3,2;;;
55;24;E_urophylla_F;600;11;7,8;12;;
55;24;E_urophylla_F;600;12;9,9;12;;
55;24;E_urophylla_F;600;13;13,1;13;6;
55;24;E_urophylla_F;600;14;11,6;13;11;
55;24;E_urophylla_F;600;15;10,3;10;;
55;24;E_urophylla_F;600;16;;;1;
55;24;E_urophylla_F;600;17;3,7;3,5;7;9
55;24;E_urophylla_F;600;18;9,2;10;;
55;24;E_urophylla_F;600;19;;;1;
55;24;E_urophylla_F;600;20;;;1;
55;24;E_urophylla_F;600;21;9,9;13;;
55;24;E_urophylla_F;600;22;7,6;9,5;;
55;24;E_urophylla_F;600;23;8,9;10,5;;
55;24;E_urophylla_F;600;24;3,5;5,5;7;
55;24;E_urophylla_F;600;25;8,6;11;;
55;24;E_urophylla_F;600;26;8,3;10,5;;
55;24;E_urophylla_F;600;27;10,7;11;;
55;24;E_urophylla_F;600;28;8,8;10,5;;
55;24;E_urophylla_F;600;29;10,5;10,5;;
55;24;E_urophylla_F;600;30;6,8;8,5;;
55;24;E_urophylla_F;600;31;;;1;
55;24;E_urophylla_F;600;32;5,3;6,5;;
55;24;E_urophylla_F;600;33;8,1;11;;
55;24;E_urophylla_F;600;34;12,4;12;6;
55;24;E_urophylla_F;600;35;5,9;8,5;;
55;24;E_urophylla_F;600;36;9,5;10,5;;
55;24;E_urophylla_F;600;37;4,8;5;;
55;24;E_urophylla_F;600;38;11,3;11,5;;
55;24;E_urophylla_F;600;39;8,9;11;;
55;24;E_urophylla_F;600;40;9,9;11,5;;
55;24;E_urophylla_F;600;41;10,2;12;;
55;24;E_urophylla_F;600;42;;;1;
55;24;E_urophylla_F;600;43;9,5;11,5;;
55;24;E_urophylla_F;600;44;;;1;
55;24;E_urophylla_F;600;45;;;1;
55;24;E_urophylla_F;600;46;;;1;
55;24;E_urophylla_F;600;47;13,4;13,5;6;
55;24;E_urophylla_F;600;48;11,1;12,5;;
55;24;E_urophylla_F;600;49;9,2;12,5;;
55;24;E_urophylla_F;600;50;11,3;14,5;;
55;24;E_urophylla_F;600;51;11,9;14;;
55;24;E_urophylla_F;600;52;;;1;
55;24;E_urophylla_F;600;53;8,9;9,5;;
55;24;E_urophylla_F;600;54;9,1;11,5;;
55;24;E_urophylla_F;600;55;8,3;11,5;;
55;24;E_urophylla_F;600;56;;;1;
55;24;E_urophylla_F;600;57;11;13;;
55;24;E_urophylla_F;600;58;6,2;9;11;
55;24;E_urophylla_F;600;59;10,8;13,5;;
55;24;E_urophylla_F;600;60;12,1;13;6;
55;24;E_urophylla_F;600;61;11,1;14;;
55;24;E_urophylla_F;600;62;5,1;8;;
55;24;E_urophylla_F;600;63;11,6;13;;
55;24;E_urophylla_F;600;64;;;1;
55;24;E_urophylla_F;600;65;11,8;14;;
55;24;E_urophylla_F;600;66;8,9;10,5;;
55;24;E_urophylla_F;600;67;;;1;
55;24;E_urophylla_F;600;68;9,4;11;;
55;24;E_urophylla_F;600;69;7,5;10;;
55;24;E_urophylla_F;600;70;11,1;14,5;;
55;24;E_urophylla_F;600;71;10,2;12;;
55;24;E_urophylla_F;600;72;11,6;13,5;;
55;24;E_urophylla_F;600;73;;;1;
55;24;E_urophylla_F;600;74;8,1;9;;
55;24;E_urophylla_F;600;75;5,4;8;;
55;24;E_urophylla_F;600;76;8,9;11;;
55;24;E_urophylla_F;600;77;9,9;12;;
55;24;E_urophylla_F;600;78;10,2;12,5;;
55;24;E_urophylla_F;600;79;11,5;13,5;;
55;24;E_urophylla_F;600;80;12,6;12;6;
